@RELATION pcap
@ATTRIBUTE frameNum NUMERIC
@ATTRIBUTE frameStat_min NUMERIC
@ATTRIBUTE frameStat_max NUMERIC
@ATTRIBUTE frameStat_mean NUMERIC
@ATTRIBUTE frameStat_median NUMERIC
@ATTRIBUTE frameStat_sdev NUMERIC
@ATTRIBUTE frameStat_skewness NUMERIC
@ATTRIBUTE frameStat_kurtosis NUMERIC
@ATTRIBUTE epoStat_min NUMERIC
@ATTRIBUTE epoStat_max NUMERIC
@ATTRIBUTE epoStat_mean NUMERIC
@ATTRIBUTE epoStat_median NUMERIC
@ATTRIBUTE epoStat_sdev NUMERIC
@ATTRIBUTE epoStat_skewness NUMERIC
@ATTRIBUTE epoStat_kurtosis NUMERIC
@ATTRIBUTE upStat_min NUMERIC
@ATTRIBUTE upStat_max NUMERIC
@ATTRIBUTE upStat_mean NUMERIC
@ATTRIBUTE upStat_median NUMERIC
@ATTRIBUTE upStat_sdev NUMERIC
@ATTRIBUTE upStat_skewness NUMERIC
@ATTRIBUTE upStat_kurtosis NUMERIC
@ATTRIBUTE non_httpFrameNum NUMERIC
@ATTRIBUTE upCounter NUMERIC
@ATTRIBUTE class {1}

@DATA
11,54,455,119.454545455,56,131.462655351,1.79575327881,4.48559275507,9.10758972168e-05,57.8619999886,7.46552419662,0.210327506065,17.3658096347,2.3937852075,7.12076195579,54,455,114.142857143,54,139.325342348,2.03096890875,5.14344245816,9,7,1
14,54,455,126.214285714,61.0,131.530104415,1.5463881074,3.68552451387,0.000121831893921,58.307831049,5.90091875883,0.171508073807,15.6224375672,2.87893008199,9.76410890564,54,455,102.111111111,54,124.950162905,2.4609963372,7.08478071808,11,9,1
16,54,1257,205.875,61.0,313.117365176,2.41249464507,8.09963531769,0.0001220703125,65.9874269962,5.59918621381,0.0345768928528,16.5487287353,3.22114595506,11.8375195837,54,1257,201.4,60.0,358.832328532,2.49602253516,7.51025260509,12,10,1
13,54,455,131.923076923,56,135.130968687,1.4285347632,3.32016308422,0.000152111053467,54.8638908863,5.9897232453,0.220840096474,15.2761603446,2.69966924084,8.75783869083,54,455,108.125,60.0,131.295884837,2.25491761883,6.10966781132,10,8,1
13,54,455,131.923076923,56,135.130968687,1.4285347632,3.32016308422,0.000121831893921,57.8010559082,6.22347766161,0.166107058525,16.0685907095,2.72455718412,8.86975329932,54,455,108.125,60.0,131.295884837,2.25491761883,6.10966781132,10,8,1
12,54,497,142.75,65.0,148.003448721,1.38574528627,3.30618619443,0.0001220703125,65.6916501522,7.59391364184,0.032164812088,18.8477472965,2.61959794627,8.22842775517,54,497,121.857142857,54,153.325450847,2.0316364094,5.14534333477,9,7,1
13,54,497,135.923076923,56,144.451461924,1.50452674973,3.65666458467,0.000152826309204,66.8772888184,7.10401407878,0.248596072197,18.4667486648,2.79065426677,9.16517877267,54,497,106.777777778,54,138.131803223,2.46349785785,7.09210387733,10,9,1
12,54,455,114.166666667,55.0,127.442034754,1.93083828924,4.99527010974,0.000151872634888,55.0971980095,6.68497807329,0.298980951309,15.8834032618,2.53496434576,7.87441182813,54,455,106.625,54.0,131.836013194,2.25687890515,6.11434133182,10,8,1
14,54,455,125.928571429,61.0,131.08637517,1.55288102829,3.71643454592,0.0001220703125,55.5120239258,5.67893391389,0.160430908203,14.9003202204,2.85483667991,9.64960482169,54,455,102.111111111,54,124.950162905,2.4609963372,7.08478071808,11,9,1
15,54,1093,204.8,56,286.015896994,2.07576649801,6.44252121413,0.0001220703125,67.2836608887,6.12546214036,0.164825558662,17.374378531,3.0913986525,10.9819055482,54,1093,185.0,60.0,310.73718799,2.44411005586,7.3149115402,11,10,1
